primary,celllinename,tissue,gcell_gene__nrpkm_ALK,gcell_gene__nrpkm_APC,gcell_gene__nrpkm_ARID1A,gcell_gene__nrpkm_BCL6,gcell_gene__nrpkm_BRAF,gcell_gene__nrpkm_CBL,gcell_gene__nrpkm_CDKN2A,gcell_gene__nrpkm_CIC,gcell_gene__nrpkm_CSMD3,gcell_gene__nrpkm_CTNNB1,gcell_gene__nrpkm_DAXX,gcell_gene__nrpkm_DNAH5,gcell_gene__nrpkm_DNAJB1,gcell_gene__nrpkm_DNMT3A,gcell_gene__nrpkm_EGFR,gcell_gene__nrpkm_ERBB2,gcell_gene__nrpkm_FBXW7,gcell_gene__nrpkm_GLI1,gcell_gene__nrpkm_IDH1,gcell_gene__nrpkm_KMT2D,gcell_gene__nrpkm_KRAS,gcell_gene__nrpkm_LGALS7,gcell_gene__nrpkm_MET,gcell_gene__nrpkm_MUC16,gcell_gene__nrpkm_NFE2L2,gcell_gene__nrpkm_NOTCH2,gcell_gene__nrpkm_PIK3CA,gcell_gene__nrpkm_PRCC,gcell_gene__nrpkm_PTEN,gcell_gene__nrpkm_RUNX1,gcell_gene__nrpkm_TET2,gcell_gene__nrpkm_TP53,gcell_gene__nrpkm_TP63
CL586468,NCI-H1105,Lung,0.056840672,4.547258388,31.92573766,16.07657969,4.845849284,16.57297801,18.16731939,16.77877171,0.083668826,86.2208774,47.74448938,0.131179419,50.78538383,9.883441521,0.147874669,3.009941212,4.282971784,0.024392519,26.22389876,3.578051791,11.17037065,0,6.807441865,0,18.71230825,0.347073646,6.649444117,44.40546248,3.493153547,0.099086832,2.143948235,60.43305573,0.037173825
CL90000070,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586472,NCI-H1694,Lung,1.091803562,10.24764898,20.34153206,8.486569825,9.347351218,4.97047868,28.01566673,25.29332086,0.049106521,27.12874652,28.14705304,0.298105782,658.5537253,16.28826332,3.707985009,3.715574591,4.683359014,0.320816265,21.51387288,12.28357408,11.47153806,0.042921105,6.632192939,0,20.55302335,2.171342202,5.510072906,68.03270331,6.766785287,0.417805729,7.807934621,44.56043758,0.00919597
CL90000881,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000211,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586480,DMS 454,Lung,0.384596448,3.91369428,23.6519824,2.190313392,6.78017163,5.323832171,19.52379586,8.785621171,0.023753355,28.52555472,28.31162404,0.169054981,33.6484318,2.912687154,0.015650894,5.048966706,5.780400147,0.004905187,38.78652331,15.14495156,10.71953952,0,29.53718064,0,15.37272542,1.391474185,2.531929054,32.96330713,4.014291956,0.297270802,1.614006924,7.170016285,0.106015196
CL90000144,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000359,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586495,NCI-H774,Lung,0.151670342,5.406768929,9.199880304,4.094388132,3.682893371,8.168969874,62.27736544,10.05963137,0.27571633,35.30757207,41.58081195,0.296845,94.09310492,5.965891723,1.833231694,3.775866758,3.965184579,0.009069581,34.40011953,7.681693305,14.45306107,0,12.22051751,0.000748485,22.05795664,3.543981784,5.985296814,53.42333693,0.012715699,0.906120936,1.758024527,4.220333167,0.118114434
CL90000783,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586471,NCI-H1672,Lung,0.004175954,7.707444464,28.04022441,1.455581538,4.408688028,6.53505622,54.20847739,28.75796305,0.014342901,32.7206735,21.6426619,0.00352337,34.13301919,6.505449177,0.296473229,4.406077969,5.062016056,0.007616266,4.520971994,13.06748133,10.27013978,0,9.885565228,0,26.81103241,1.334701153,5.333627813,32.91766935,4.121757611,0.110375738,2.472788472,59.16498813,0.008441508
CL586478,DMS 153,Lung,0.008610175,6.469574247,10.02124144,14.26965401,3.182657622,7.541046738,3.768219975,10.15537597,0.010561734,97.6538338,24.85254712,2.146702959,46.69379405,1.343439198,19.07501069,26.14094429,6.264109595,0.266960681,34.91510248,4.604077286,8.752466813,0,15.46728111,0,68.18228543,23.50813994,5.65780283,26.9758229,14.12525897,20.66130498,0.969511178,17.77653056,0
CL586481,DMS 53,Lung,0.082050385,5.702673208,15.72827631,6.029677547,6.744776142,6.053817461,5.333687792,8.072880977,0.166956771,40.95947354,23.68132742,3.418651799,27.9364003,6.0023564,2.824123513,5.103707629,10.9465114,0.02200686,68.23639895,8.983381034,82.89850116,0,16.32936542,0,26.31250767,2.070363362,2.555419294,29.41128544,3.676030632,0.954844369,0.629489685,15.78322699,0.009756543
CL90000321,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000678,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587932,DV-90,Lung,0,4.518043274,16.6213834,2.976995441,1.46093706,4.666537338,8.861164744,6.2475145,0.114043606,45.8524717,26.29282742,0.261622816,56.88454816,0.182365911,6.936191098,18.25858773,3.470716645,0.697525344,107.5699195,3.258625705,13.94081714,0,18.35790556,0.001113128,36.32165879,4.678841065,1.901075725,29.87935275,3.144542186,1.496913873,1.437726485,14.98630774,0.115324899
CL586752,NCI-H460 GDC-0941RF,Lung,0,3.2190368,10.33974015,2.185048706,2.573354191,3.188378758,0,4.573672485,0.005203395,58.34676015,18.40741909,0.290796652,32.78382736,1.381057407,7.893035008,6.332533278,1.737929254,0.067695219,66.85550686,6.279332256,7.17155577,0,18.76292921,0,31.93245599,5.596542384,1.66905603,46.27425551,11.04052677,2.594888643,0.817198291,22.72060958,0.013398244
CL129459,NCI-H596,Lung,0.002601547,8.479393257,16.06740454,7.3391628,4.067916744,8.403682351,30.36884158,12.98253598,0.002552965,40.40688608,30.28590233,0.171209824,49.83157315,3.295281868,92.72578619,4.762690835,7.895051725,0.204026437,241.9841631,4.458274399,5.524045042,0,48.35257509,0.891222086,71.93073687,7.672387251,7.507808016,36.32761987,13.82345349,12.48762434,4.140377306,48.21993448,10.49152912
CL587151,HCC1033,Colon,0,3.116744149,12.57314084,3.341222121,7.023866353,10.23890759,18.73756834,3.308450451,0,124.1620194,15.8923404,0.008484195,31.13562202,3.479732862,10.45494142,19.68929741,2.874408383,0.012226532,104.3636408,9.933219894,11.05581195,0,64.58170637,0,28.60892915,4.653804049,2.683883034,22.95618734,8.188880416,3.742429379,1.577161941,32.90837676,0
CL90000882,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587163,HCC1820,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000558,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587428,HCC4059,Lung,0.006221317,2.769088782,20.43229223,7.042617939,5.591935073,4.900826757,0.058483726,8.023156722,0.001526285,188.3991478,42.92023851,5.232039486,49.07459901,4.618503241,30.83644854,42.07651457,4.004679825,0.005673338,44.20606661,7.041098132,27.61995538,0,204.4547845,0.506595862,31.7478961,21.01636617,3.857944933,40.81517641,5.079268723,23.54940591,1.31103684,1.644472256,6.891712296
CL587412,gBEC1,Lung,0.009760706,8.295863733,11.12136931,12.61522975,5.204256656,9.792477132,0.010195099,22.35452375,0.198752466,96.40420511,32.38285755,0.030882677,66.13366423,2.350388071,47.80318662,18.78980626,18.05181014,0.845592647,35.91211076,7.959051383,5.315835017,0,31.70474949,0,60.5572772,14.65326675,4.711257902,28.31749918,11.27416633,8.959211006,2.636110471,20.88906248,30.45454558
CL587154,HCC1719,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000491,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587230,HCC973,Lung,9.669189866,6.467848886,30.77509261,0.055454752,3.653888406,9.317954837,27.55520278,28.55461542,0.587072901,74.1781751,62.14767155,0.083100034,48.81594065,9.429376999,1.773228466,1.421725221,6.854892993,0.323782186,8.001907825,11.13819472,11.09854333,0,0.357259334,0,9.256272753,0.515851968,3.56112846,64.28275205,6.493852968,0.007791259,2.766878157,48.67508978,0.014747868
CL586652,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000210,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000039,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586088,NCI-H2196,Lung,0,8.991286845,19.99331016,14.94405659,6.627847497,11.76374023,37.60534945,11.83237397,0,63.56994896,37.76899651,0.639736905,60.5085633,4.655468451,19.01316883,0.671765991,6.713430149,0.377149802,78.14921461,11.49781507,26.20965588,0,104.7458084,0.00382237,34.698033,5.700884742,15.51115255,39.88400103,4.177151448,10.51586909,2.178673733,11.70606491,2.662095035
CL90000347,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000514,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586642,SW 1271,Lung,0.030783126,5.20854708,15.04469671,1.944883642,4.640213197,11.73626334,0.020307225,11.73682527,0.106523918,111.4302781,53.58019384,0.294583796,77.67564997,1.95168176,24.68115543,0.107547967,1.993532296,0.496426289,16.5061953,7.691714496,6.764815825,0,26.50240459,0.002438603,33.46043933,9.462533279,4.79196837,21.04510563,4.514515606,8.521775052,1.130599953,69.39275186,0.057314095
CL90000888,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587413,gSAC1,Lung,0,4.416823332,11.89576199,5.453425617,3.119232188,6.97256145,5.053542832,11.67193609,0.317189725,93.75972526,35.800898,0.042022059,42.54781669,1.252512306,59.9938246,13.52749076,5.852483013,0.12976668,31.19112056,6.805208978,4.973827829,0,52.94955461,0,58.75773087,21.92838829,3.37343542,34.44993864,7.452651032,18.19371452,1.826953405,26.51028776,17.31885233
CL90000193,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586387,HCC1588,Lung,0.025468585,4.997025419,8.434637102,14.48354941,6.008436834,4.676801257,0.038002923,12.57468651,0.007140851,66.35696702,24.3712586,0.351491425,137.5794366,4.230870102,17.38492189,13.22841824,2.615721939,10.51110407,45.50458298,6.330223948,12.79604324,0.411932114,36.29569022,0.006571585,27.22015772,4.566433037,6.338513103,34.39099892,1.46729425,9.24948687,2.801405558,19.41998112,165.0969463
CL587528,HCC3350,Lung,0.255556855,4.150014018,20.76634681,8.645198494,4.99764258,6.145802522,15.34232815,17.05320777,0.019291118,203.8326182,38.57153172,0.101175762,110.1461045,4.296575252,42.75925725,23.5665812,4.850368583,3.614024497,90.5291239,8.13299893,27.03709464,0.055642042,27.0262108,0.041424215,90.03970451,7.851024989,26.38258891,28.89780692,0.011489616,11.54752802,4.23414499,61.63472033,78.64989437
CL90000857,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000617,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587078,HCC2374,Lung,0.002524406,10.42742678,23.2920467,2.228566033,3.886877737,5.879065241,60.10214382,10.38396542,0.028488544,50.69375816,34.37922352,0.230030498,28.7131482,7.120875186,0.186566141,4.192247949,5.352355595,0.041436979,18.98759541,7.554776553,9.842699293,0,12.51185453,0.001519852,10.65927492,0.397723504,6.781687661,36.69778715,5.794777101,0.673298067,1.948989566,5.180896967,0.015308926
CL90000447,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000005,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587220,HCC4003,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587229,HCC845,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586402,HCC954,Lung,0.852273877,3.638035136,33.99593456,4.207422186,4.515358462,3.974752372,12.1397664,16.22070865,0.087187935,55.2352991,52.83103924,0.492810824,37.52589575,7.725780989,2.297897063,5.081491169,10.2620824,0.048012661,17.61806532,7.126622718,13.8823264,0,1.411309528,0,14.72326109,1.124644465,4.152754618,38.92907622,3.33206911,3.91653633,3.294036145,31.42493963,0.252771025
CL90000446,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587069,HCC1561,Lung,0.026488416,5.415763556,12.84874851,8.857516236,3.197974206,5.087833627,0.016600358,20.4026757,0.179356983,109.2938077,14.62328192,0.140798816,42.35260173,3.174574702,17.66333131,18.52410502,3.94528055,0.111114362,153.7782604,6.883651642,15.24898773,0,106.7446466,0.318555301,35.50111823,17.71363862,3.721287414,35.81790006,7.938217574,7.380985473,1.205264185,22.36026101,2.353310018
CL587530,HCC1637,Lung,0.003823021,3.729790635,31.62132284,8.331627483,4.95106682,5.473142822,25.57220945,21.39720917,0,139.7469256,10.03692187,0.674148327,43.45298535,2.658431236,52.90844446,33.35590393,2.551273301,0.097616025,60.98069614,6.755359586,6.97824145,0,45.44640895,0.0023017,24.45605061,17.24303744,2.473313514,38.20850895,7.228402655,16.14306688,2.063392192,2.165430135,0.065688586
CL586846,HCC1671,Lung,0.185170333,3.115502774,12.38239883,4.089945583,2.753068114,5.678911848,0.070331347,19.40549032,0.020649139,61.49391536,31.87611414,0.063913662,40.04449412,2.245660934,20.71200248,21.79322705,2.734597642,7.915970427,68.45448738,6.162904254,19.24799063,0,33.07526287,0.106416773,35.33171509,17.03303273,2.7877617,25.42954588,31.76687435,0.862904299,1.751937858,17.30584541,0.017014258
CL587071,HCC1705,Lung,0,5.051180734,24.03870398,7.027789017,7.900817634,14.53556365,2.691693113,11.0776583,0,119.31597,18.36464959,2.556621166,79.88173028,2.505245089,30.86860973,26.11985143,2.752387684,0.014373216,47.99636106,18.78584561,19.83351034,0,236.7558686,1.932876051,34.14814687,13.67401618,9.030925593,33.28282337,10.00952851,33.28036601,1.388076454,3.020506819,0.262854727
CL90000441,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586380,NCI-H1792 (DODx),Lung,0,4.867207979,5.610786812,5.22204724,3.407639968,4.05379975,38.57686626,3.649030839,0.004970308,87.1647627,24.26983204,0.495713242,45.15129559,1.568096901,22.57418312,7.007365039,2.471067408,0.064662796,49.87695426,1.539504762,6.75195271,0,73.68225028,0,19.87516252,18.95203009,3.533887697,32.6412705,4.651325133,4.584082698,0.987687471,0.076502612,0.056311492
CL90001097,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000245,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586089,NCI-H2198,Lung,0.023726977,8.787399886,22.60410616,17.70006728,7.387553063,13.98622149,46.89343277,16.97807469,0.000970162,46.11138987,27.91497035,0.334486054,56.79942845,6.405803207,16.24672307,1.27567244,6.518913252,0.086548349,31.76326492,9.496420592,14.98647924,0,48.33301135,0.000297607,26.45403498,1.072465823,7.527406186,29.19586249,1.755128043,8.029214617,1.692390985,13.47673182,0.871328548
CL90000762,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587066,HCC1445,Lung,0.002174083,4.621505528,17.23141513,5.145276107,3.619207638,8.991457762,17.63533265,5.514889867,0.010667417,108.6733905,31.60956111,0.310002517,51.71195427,1.535840745,23.00190076,12.05684497,3.892330606,0.095164215,36.2203414,8.587782593,13.96695801,0,70.03985651,0.020288494,30.39760501,24.86372416,4.615368469,31.11464444,6.404244859,27.8072285,1.818927865,1.547510527,0.085698839
CL586693,NCI-H2591,Lung,0.003770878,3.81696441,7.354517887,4.981158014,2.687449762,6.127001311,0,17.39164045,0.118414704,87.36604095,25.04012008,0.927434972,48.78294149,3.852183687,50.0033965,20.08222743,4.214387424,0.336996119,46.46658578,7.158832277,6.780889586,0,93.52341724,0.000567577,32.95916427,22.75552704,1.914467906,31.85114352,10.24841583,33.51900353,1.67627333,27.81647328,0.041924647
CL90000581,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586467,NCI-H1092,Lung,0.034639533,7.72633538,47.09719318,1.656352762,6.11913534,9.416345506,30.21125209,12.54536314,6.855592543,53.47712452,18.65770775,0.763016343,28.12269281,14.10015364,0.116626951,2.679755544,4.381873897,0.018050547,11.32295916,12.04059121,7.16441081,0,9.594482202,0.000372414,11.03091977,0.683203199,3.215804254,39.43378176,2.850670634,0.721355441,5.490075049,3.60642999,0.015004776
CL586378,NCI-H1373 (DODx),Lung,0,3.603873645,10.32545508,3.176304369,5.095901516,7.658411841,17.94337672,4.395840946,0.027654271,121.8343076,43.29642079,2.3206053,74.09726849,3.54528574,41.48961709,12.72040682,3.052588074,0.123352119,31.86770308,4.490502433,15.83114586,0,235.6125668,0.190024273,33.47032203,16.28417822,4.627357205,37.92939949,15.17769001,13.19958556,1.928704427,1.532349025,0.148110764
CL90000619,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000889,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000896,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000087,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000808,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000620,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586470,NCI-H1436,Lung,0.008696816,8.182272105,14.49954265,4.64623453,3.885372501,5.71290933,47.36325164,19.49533418,0.001422402,32.70598175,39.26055177,0,46.27332932,10.92511132,3.991385341,5.084312274,21.04374529,0.015861587,13.77354273,8.817409881,6.145044998,0,0.162917398,0,25.36334168,0.704127894,5.165968716,36.28427835,0.478650815,0.810342041,3.452660491,57.44307282,0.213892793
CL90000425,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000577,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587082,HCC3051,Lung,0.005547586,8.296151232,32.59495821,1.400563446,8.187666943,13.29760533,8.147035505,14.83416851,0.163319686,81.23966441,41.67903699,0.042125886,32.62580139,5.288933177,0.293775362,34.6610752,3.535228062,4.330461811,28.46914904,8.51966586,9.544913946,0,2.570724448,0,20.75997759,21.52980654,3.834463211,53.01107424,4.539347663,0.026659945,3.533933463,16.69585242,0.016821302
CL90000344,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000309,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000001,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000500,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587080,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587121,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586494,NCI-H2141,Lung,0.882629119,10.69379467,36.26115107,4.378849507,8.266059993,13.60203892,29.62581922,22.20515731,0.416336226,58.0558647,35.89527993,0.171784411,248.0529458,14.61028584,2.342339332,4.044522283,8.722067901,0.046660086,11.10204552,13.34415824,17.95751725,0,1.795103049,0.004492499,19.17107877,0.184565788,7.154594399,46.51567977,11.15847499,3.386137281,4.700157546,2.994794726,0.062489952
CL586324,NCI-H69,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000794,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000006,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000443,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000909,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000305,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000470,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000518,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000315,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
